Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
184619,B001BCVY4W,AP6ZL52YA27W5,Chambolle,2,2,3,1240617600,Cats love it -- but I am concerned,"This variety pack came to us as an Amazon Vine program sample.  Our two cats have been living on various ""high end"" dry cat foods for some time now (e.g., the ""Before Grain"" foods in chicken, tuna and salmon versions, and some fancy pantsy ""Duck a l'orange"" stuff from our local pet shop).  They have not been partial to canned foods, nor have I often gone the canned food route because it is less than convenient and didn't seem worth the candle since they seem to favor dry food (and mice and birds and whatever else they can glean from our little acre in the woods).  They typically start out loving canned food, but after a few bites, the rest sits in the bowl and dries out before we toss it and go back to the dry food they've grown to love.<br /><br />However, both of our cats are smitten by this stuff.  It looks like real food out of the can, with large chunks of fish and seafood in a thickened broth.  It doesn't have the strong fishy smell of most canned foods and looks like something I could almost be tempted to eat my self in a pinch.  The 3 ounce size makes it perfect for a ""treat"" for the cats between feedings of dry food and they leave nothing behind when we dump a can in their dish (with some added hot water as they really love the broth).<br /><br />But I'm not sure I want my cats eating this stuff for the same reason I don't want my eight year old eating at fast food franchises, much as she might love the food and snarf it up in a flash -- I'm concerned this food may not be a healthy thing for the animal eating it or for the planet. Seeing ""Made in Thailand"" emblazoned on the box made me immediately wonder whether this stuff might include ingredients banned in the US or could otherwise be manufactured without adequate regulation of methods and materials.  The Chinese pet food fiasco certainly came to mind.<br /><br />The discussions of other reviewers about the menadione used in this product confirms my concern.  I'm also left to wonder about the source of the fish and seafood in these cans -- is it farm raised in Thailand and if so under what conditions; is it wild fish that may be subject to overfishing and at the very least ought to be feeding hungry humanity rather than going down my cats' gullets; what about mercury and other contaminants in the food?<br /><br />Bottom line: my cats seem to love the stuff, but I'm not sure that will be sufficient to convince me to buy it again."
58567,B001HBXL5M,A1ZU0QAKXXA9FC,D. Holcomb,0,3,2,1320278400,"Overpriced, crappy packaging","This stuff tastes worse that the juice from the olive jar. Oversalted, overpowering taste. To top it all off, I sliced my thumb open trying to pull the little string to get the foil off the top. It was wrapped poorly - the tab you're supposed to pull tore off. Save your $12 (including shipping) and get something else!"
231257,B003FDC2I2,A1479NV6JR46AB,Patty,0,0,5,1333756800,Great tasting drink,I have checked many places and this product can be as much as double in price elsewhere.  It is a good organic drink and a great meal substitute.
273703,B002CJO8T6,AYW1ET0QN8OJZ,J. Holt,0,0,5,1317686400,My dog LOVES this stuff!!!,My dog absolutely loves this food. He is about 14 years old and has been picky in his later years. This stuff he eats and eats until he is full! I am so happy I took a chance on this dog food!!
88356,B002OG89MO,A2SV3NV5QAK3MO,"Gabrielle W. ""book lover""",0,0,5,1328400000,Very tasty!,"Being diabetic, I always carry one of these little delicious, no added sugar snacks in my purse, in case I need a pick-me-up to prevent low blood sugar. Another thing in its favor is this snack is gluten-free. Ordering from Amazon is fast, and they always seem to have the food products that I need."
121980,B003M63C0E,A121RZKYAZV6V,Super,5,7,5,1281916800,Good food for English bulldog,We just switched our English Bulldog from bulldog food to this food because she has a bad rash and we can't seem to get rid of it. The person that sold us the dog recommended it. I don't really think it was caused from her food but everyone tells me to switch her food so we are trying this out.  The only thing I don't like too much about this food is that the pieces are quite small and harder for my dog to pick up so they get all over the floor.  She seems to be eating it and we will have to wait and see what happens.  Everything I read about caring for an English Bulldog seems to point to food for everything and this looks like it should be good for our dog.
556021,B001E5E0CE,AK8IVU9SQ9VME,"Daniel Nichols ""CP Padre""",1,1,5,1323302400,It is how we get up in the morning,"This is great coffee but be warned, once you start drinking Lavazza it's hard to go back to Starbucks. We brew it as you would regular coffee and it is how we wake up at 5:30 every morning."
352848,B001SAY7BO,A36MP37DITBU6F,"Enchanted  In  Dixie ""Enchanted""",0,0,1,1299110400,"Just plain nasty, tasted and smelled like iodine and clorox. had to throw away.","I love BAR Harbor's Red Clam Sauce<a href=""http://www.amazon.com/gp/product/B000J2CLME"">Bar Harbor All Natural Red Clam Sauce, 10.5-Ounce Cans (Pack of 6)</a>. This however was just plain nasty. smelled terrible, but gave it a taste anyway.  I taste likes iodine and clorox smells."
315298,B007OVX77G,A2OHIVG30NHM9N,sem,0,0,5,1340323200,Love it!,"I had a craving for Maccha flavor chocolate product.<br /><br />I found this product and was so exited to try it.<br />This was shipped from Japan, and I received it a week after I ordered it.<br /><br />Pros:<br />I had to say the first bite melted my heart! This is the one I was searching for!<br />It has a light green tea flavor, and not very sweet, the small packs<br />won't make me feel guilty about too much calories intake.<br /><br />Cons:<br />It is shipped from Japan, so shipping is slow compared to domestic shipping."
199090,B000E4C2MQ,A37RGZE483QBH8,"G. Peppers ""the gluten free mom""",4,4,5,1216857600,amazing granola bars--love love love them!,These are the best tasting granola bars around!  My daughter and I have celiac and this is one of the few bars without wheat or malt flavoring.  Great taste and only 150 calories.  Bonus:  they are actually good for you!  They have become a staple at our house.
145497,B003D4F1QS,A16AGU3X92D66T,Abell,1,1,5,1292976000,Raspberry Herbal,"My husband and I use the tea as a cold and hot drink,  When lightly sweeten and used as a cold drink for family and friends, it is love at first taste.<br /><br />Our 14 year old granddaughter loves the tea cold  and drinks it with many of her meals and snacks."
472710,B005VOOL00,A1VF5LN6SHFVFJ,"Michael A. Saxton ""Dark Lord of the Sith""",0,0,4,1333411200,Good if you like Coffee,"This coffee is moderate in flavor (not to weak, not too strong) and I would recommend it to coffee drinkers who want a flavor in that range. It is ""coffee flavored coffee"", in other words, no fancy flavoring. Being organic, it is (hopefully) sans all of the nasty chemicals that tend to get added. I want to note I used it unconventionally. I cut the packets open and ran it through a regular coffee maker. Five packets for a 12 cup pot. Came out just fine doing that. If you're looking for organic coffee, this one will do nicely.<br /><br />My only real issue is the packets do not have an easy open to get the little coffee bag out. I had to use scissors. That might make you mad if you're jonesing for that cup of coffee to wake up in the morning."
2987,B0011X5S8Y,A18V2PHG2JZEWJ,NaturallyHomeschoolingMom,0,0,5,1323129600,The best for a winter tea party!,This tea smells and tastes like Christmas! This has always been my family's favorite tea for children's (and big kid's) tea parties.
126991,B0048Z8OCO,AXP9FF3BVX50O,frenchfluff,3,3,5,1344902400,Great product!,"After having pup on Taste of the Wild and Solid Gold Barking at the Moon, did some research to find another premium grain-free food but at a lower price and found this.  Excellent stuff.<br /><br />My year and a half old chihuahua has been on it for a few months now and couldn't be doing any better.  Both he and our two cats (who are on Purina but steal the Epigen, which they seem to prefer, out of the dog's bowl) seem to love it. And pellet size is just right for them all, very small.<br /><br />Just purchased a second bag and will continue purchasing this. Very happy with the product and it's price!"
40799,B001EO5R2W,A3TXDO9392M8NJ,"Beth Mitchum ""Ultravioletlove.com""",0,0,5,1272758400,Delicious and Affordable,"I love this cereal, but it's expensive to buy in a store IF you can find it.  Amazon has a great deal on it."
291667,B000W7WQX0,ATSX4YIFCRZV3,Jeffrey,0,0,3,1344470400,Not a mindless snack!,"Corn Nuts are delicious, enjoyable and addictive. However, I have TWICE broken teeth with them, including today. Do not mindlessly chomp away at these snacks. I'm not being overly zealous with my suggestion that you only eat a few at a time and let them soften in your mouth before chewing too forcefully. This is the only food that has broken a tooth and it has twice!"
31994,B0062A87HA,A3TLETEX5Q76N1,Suzanne Johnson,5,5,5,1294185600,Farmers Organic Canned Pumpkin EXCELLENT PRODUCT,"I've purchased the Farmers Organic canned Pumpkin the last few years from our coop & paid up to $32.00 per case.  I purchased the pumpkin from Amazon for $12 per case, wow was this a great deal!  We use the pumpkin to make the most wonderful pumpkin cupcakes with cream cheese icing & we also feed it to our boxers on a regular basis.<br /><br />I ordered 6 cases & they were delivered perfect, no dents at all.  Boy was I happy after reading all of the reviews of others that had a bad experience.  The price has jumped to $16 per case since last Friday so I will wait until the price goes back down again before I order more.<br /><br />I thought I would share my recipe since I mentioned it &lt;smile><br /><br />Pumpkin Cupcakes<br /><br />Pumpkin cupcake recipe with optional cream cheese frosting.<br />INGREDIENTS:<br />2 1/4 cups all-purpose flour, or your favorite flour<br />1 tablespoon baking powder<br />1/2 teaspoon baking soda<br />1/2 teaspoon salt<br />3/4 teaspoon ground cinnamon<br />1/2 teaspoon ground ginger<br />1/2 teaspoon ground nutmeg<br />1/2 cup butter, softened<br />1 1/3 cups sugar<br />2 eggs, beaten until frothy<br />1 cup mashed cooked or canned pumpkin<br />3/4 cup milk<br />3/4 cup chopped walnuts or pecans<br />PREPARATION:<br />Sift together the flour, baking powder, baking soda, salt, ginger, cinnamon, and nutmeg into a bowl. Cream butter and sugar until light and fluffy; beat in eggs. Blend in mashed pumpkin. Stir in the sifted dry ingredients alternately with the milk, blending until batter is smooth after each addition; stir in chopped walnuts or pecans. Spoon batter into well-greased and floured or paper-lined muffin pan cups.<br /><br />Fill about 2/3 full. Bake at 375° for 25 minutes, or until a wooden pick or cake tester inserted in center comes out clean. Frost with cream cheese frosting, whipped cream, or leave plain. Makes about 24 cupcakes.<br /><br />Cream Cheese Frosting<br />INGREDIENTS:<br />1/4 cup butter<br />1 package (8 ounces) cream cheese or Neufchatel (lower in fat), room temperature<br />1 pound confectioners' sugar<br />2 teaspoons vanilla extract<br />PREPARATION:<br />Directions for cream cheese frosting<br />Combine all ingredients in large mixing bowl; beat well until smooth. Makes enough cream cheese frosting for a 2-layer cake."
125849,B005MGDP90,A3LWFFM5QMXY4H,adriana martin,0,0,5,1333929600,Great product,"This salt has a lot of benefits, using as sole drink and cooking. I'm recommending this to my mother for her psoriasis."
390408,B009HFZS1A,A8AOI6SNSGY6,Barbara Amante,1,1,5,1349913600,Do Not Buy Here,This is a LOT of money.  I can purchase this same thing from Dunkin Donuts store<br />for $11.99. I do not know who came up with this price but it is totally over priced.<br />The coffe is great!
282922,B002OSS32I,A3L1HLPHCGHUU,Grampster,1,2,3,1290556800,Taste better than they smell,"The assortment and taste is very good, but they were order and delivered in the Summer and they smell like they were in a fire.  It doesn't affect the taste, but the smoke smell is very noticeable.  Maybe they shouldn't be sent in hot weather or should be packed differently."
391944,B000CQBZPG,A32EF8CKB8RSRT,Lonely Tourist,1,4,3,1296000000,If you like cloves...,"First time I tried Stash Chai Spice Black Tea, I hated it.  Something about the smell did not appeal to me.  It inspired me to go to the local Indian grocer and purchase my own spices to make chai from scratch.  That was very successful (with help from the Internet and advice from an Indian friend).  I finally came back to try Stash's Chai again today and the first thing that hit me was the strong clove scent, which doesn't bother me as much after a few minutes.  I think the chai tastes a bit better this time around than when I first tried it.  Kinda grows on you, I guess.  However, it's not GREAT chai by any means.  It's okay for chai in a teabag.  Convenient.  But I'll stick to making it from scratch when I finally finish this box (waste not)."
428691,B004R72WAS,A176DVA3NH15BT,Mr. F,2,2,4,1311465600,"Good size, hits the craving","I was a bit skeptical as to how big the bags were, but was satiated in the end. Finding halal gummies like this in the US is not an easy task. Rest assured, they were Zabiha halal.<br /><br />As to the product: the taste of this type of candy is initially sweet due to the granulated sugar after which you begin to taste the flat-cola type of flavor. If you're craving these as bad as I was, it's worth the buy."
262248,B002AU3K1E,A2C9CW8XFVWW4R,"Jennifer Panella ""Jen P""",0,0,4,1253232000,"Tasty, and sweet","When I first tried the cookie, I wasn't expecting it to be so crispy.  I didn't like it until after a few bites.  They definetly took care of my sweet tooth!  I would recommend these to any one with food allergies"
560888,B001E50R4Y,A2AR1T8L8KWSCN,"Judith Seibert ""Ivy's Mommom""",0,0,5,1261958400,"Beggin' Strips, Bacon","My dogs love the Beggin' Strips, which is a special treat for them. Normally don't buy this item because of the expense, but your price was so reasonable."
171315,B000WFORH0,AUW5XC67E9MIL,"Cold In Seattle ""Penny Pinching""",1,1,5,1294012800,"The Best Money can Buy for your Cat, Next to Homemade - Revised for Turkey","I like to provide variety for the cats, however, I like to stick with single protein sources.  So in addition to <a href=""http://www.amazon.com/gp/product/B000WFORH0"">Wellness Canned Cat Food for Adult Cats, Chicken Formula (Pack of 12 12.5 Ounce Cans)</a>, I also get this one to add on with a higher protein diet.<br /><br />I have 3 cats, one is now 17 years old.  I started using this shortly after the pet food recalls in 2007.  The lack of Grains, and real meat (not the processed kind you find in the grocery store), is what promotes the health of your pet carnivore.<br /><br />While there are some veggies, the smell will tell you the amount of meat in this product.  I supplement with one serving from <a href=""http://www.amazon.com/gp/product/B0012PZ7U0"">Holistic Select Feline Radiant Adult and Kitten Health Chicken Meal Recipe Dry Cat Food, 3-Pound Bag</a>.<br /><br />The cats ages range currently from 7 to 17.  The below feeding schedule is modified slightly (sometimes only two feedings a day, maybe half the amount of dry, etc.)  If your cat has a sensitive tummy, it is best to feed more frequent, smaller meals each day.<br /><br />The 7 and 13 yo boys get about 1/4 cup dry per day.<br />The 17 yo girl gets about 1/8 cup dry per day.<br /><br />I then split one can between all three twice a day.  When the can is first opened, I add little hot water to the wet food.  This guarantees a consistent texture between different batches,  The remainder of the can is covered with a plastic lid, and placed in the refrigerator.  I then later pull out (don't leave in fridge for more than 2 days), separate into three servings, and mix at least 1/8 cup hot water.  Then, nuke for 5 to 7 seconds (to warm up), and walla, a gravy mix meal for kitties.<br /><br />I can verify 100% that their health improved greatly after switching from the cheap, grocery store dry.  Its the only reason Baby Girl is still alive.  If you can't afford heavy vet bills, put your pets on this and some money into savings, in lieu of the overpriced pet insurance.<br /><br />With the free shipping, it is still a deal."
67808,B000G6MBUA,A2C5BWOM7329UD,Jason T. Stevens,0,0,5,1203465600,Addictive,"These are the best potato chips I've ever tasted.  It's easy to go through half of a bag without stopping.  The texture/crunchiness is just perfect, as is the salt and vinegar combination.  I don't know how they taste so much better than all of the other chips I've ever had, but they do.  And, judging from the nutrition facts, they seem to be healthier, too.  They're somewhat fibrous and have a good bit of potassium and vitamin c, which could be because they don't skin the potatoes and the chips are a bit thicker than normal.<br /><br />And if you like these, all of the Kettle chips are great."
527697,B000QSON4K,A2WO35XX5T3LST,MandiAdler,0,0,5,1351036800,"Great product, great price","These are 12.99 plus tax at petco. They work wonderfully for giving dogs pills. I like to break them in half, then mold it around a large capsule for my pug. They work better than cheese, banana, wet food or other treats."
522275,B000GF56OY,AJF5B70OO7S43,WOLF F.,0,0,5,1335571200,GREAT PRODUCT,"We use this product on a daily basis in all our recipes. It works very well<br />as replacement for regular table salt, it's great in tomato sauces and great<br />on salads. We love it."
421011,B000CIXMKA,A1S0OE3U5R7TFX,Baruse,2,5,1,1292112000,Strange coconut aroma,"I recently tried the five pack Wabash ""Real theater popcorn.""  When cooking, there is a very off smelling aroma emanating from my popper.<br />So?  I tried Paragon popcorn oil in place of the Wabash product and had no more ""smelly"" issues.  Neither product offers much in the way of actual product content.  Hydrogenated or non-hydrogenated coco oil?  The latter better than the former....both not so good, anyway.<br />If you pop corn once in a while with Paragon + flavacol, you will not go wrong.  I wouldn't consume this combo very often, like maybe once or twice a month?.......by the same token, just like eating fat laden prime rib, potato chips, hotdogs, all the good stuff, is bad for your cholesterol lol.<br />Sadly all the snacks and fast foods we enjoy.....sucks.<br />C'est la vie."
331974,B0058AMYTC,AKGQ6RM68SQY1,"Catherine Diane ""CDI""",2,3,1,1336521600,ONLY awful because SOMETIMES they are awful,"and THAT is  the problem. I order these by the case of 12 - and when they are good, which is over half the time they are the BEST kettle chip, THE BEST! and then I get a case of the worse - the potatos are mealy and old so I just throw them out and order again, expensive BUT when they are made with good fresh potatos they are the best - the last case is what prompted me to write this - the potatos were weird - like they were almost sour as in going bad - and I even wrote the company that makes them - SO if you want the BEST kettle chip there is try these and if the ones you get are NOT the best try again!<br />I, myself am done ordering because it is creeping me out that they are using soured potatos and either not noticing or not caring."
261571,B000MGWEZQ,A12LZSTOBZGAV9,T.  Lee,0,0,4,1323820800,Great price,"I bought this same brand at a local health food store.  For 1 oz. it cost $7.99.  So, when I bought this, at 4 oz. it made economic sense."
559240,B000E682EG,A2LZKUARB5Y8C2,Phlogiston,2,3,4,1220313600,That's some zing!,"So far, I have thoroughly enjoyed all of the teas in the ""zinger"" series.  I like Celestial Seasonings in general.  Of course, the tea bags have no strings and that is something of an annoyance, but other than that, the teas are tasty and enjoyable.  Zinger really is a great description of the product.  It has a surprising and deeply flavorful taste and an aroma to match.  It is a great option for those who enjoy herbal teas."
77357,B002L3RVBA,A30OQ9POEHZXLG,Natalia,0,0,4,1318550400,Great marker!,"this Markers are great, they smoothly write in fondant, gum paste and even chocolate! they arrived on time and the only reason why they did not get the 5 stars is because they need to be cleaned often while working with chocolate, the tip scrapes the chocolate a bit when you write and if left without cleaning, it won't write.<br />These are great for details on cake pops, they work wonderfully on candy melts."
354986,B004HYH8PK,A3EYP9APJQF5OQ,Jennifer S.,1,1,5,1346544000,Exceptional Cat Food!,"Oh, this is some good cat food!<br />Have you ever opened a can of Friskies and gagged at the awful smell? How can your cat eat that?<br />This cat food smells pretty good, and it simply looks and smells like good food. My kittens made so much noise when I opened that can! They gobbled it right up, and I have to admit that it smelled pretty good."
277522,B000VK8AVK,A2BNQSIS8GI64G,C. Polston,0,0,5,1258329600,Yummy snack,Popchip 100 calorie bags are a great snack that help me to control my portions.  I don't trust myself with the full sized bag!  These taste great and have a decent amount in the bags- there enough to satisfy me. They are not bland tasting like some baked chips.  I regularly order these and the BBQ flavor.  I have tried many other Popchip flavors (in the big bags) and these are my personal favorites! I don't know how them make them taste so great for so little calories- but thanks Popchips!
517153,B005VUILWI,A3I5YPJZMTG1QO,D. P. Taylor,0,0,3,1343174400,"Okay tasting, expensive, not into the hype of agave","When agave first came on the scene I thought it sounded great.  But after a lot more research I don't think it's the wonder sweetener that many people think it is.  It is VERY high in (processed) fructose, not the same as fructose found in natural fruit.  Fructose is metabolized directly by the liver, which is different from other sugars, and can lead to fatty liver deposits. High fructose intake has also been linked to weight gain, insulin resistance, and heart disease risk in animal studies.<br /><br />Also, at the Amazon price this is extremely expensive.  My favorite is a 2 oz. bottle of NuNaturals No Alcohol Liquid Stevia--it mixes instantly in beverages, is not bitter, and lasts forever."
350445,B000EGR85A,A2MOHQUG0R2KKB,"Nora Lewis ""cookie monster""",0,0,5,1173312000,Anna's Ginger Thins review,"These marvelous cookies remind me of ones that my Mother used to make.  I could never duplicate them, even with her recipe and directions.  She called them ""Moravian"" cookies.  I hope they will continue to be available.  The only problem was that some were broken when they arrived."
217871,B000CQG87Q,A22KDQXHJR2EKN,gmom,0,0,5,1330905600,a favorite,Have enjoyed many cups of this flavorful tea which was first given to me by a friend.  I have continued to order it on a regular basis.
543867,B006MONQMC,A1WKEAS58297E5,"Jesus First ""Darren & Holly""",0,1,2,1333324800,Tastes alot like kool-aid!,"It may do everything the company claims this product will do, but I just couldn't get past the flavor. With ""a few drops"", it tastes like watered down Kool-Aid. If you go ahead and put in more to give it more flavor, it just tastes like really strong kool-aid - cherry flavor, that is. If you like Kool-Aid, maybe this product is right for you. If you are like me and gave up Kool-Aid many years ago, you probably won't like this either."
323081,B000CBUOTY,A1FPMRMTJ06GKS,"Danielle Plunkett ""duramater""",1,1,5,1207008000,Best Green Tea - Ever!,"My first Bigelow tea was Plantation Mint. I absolutely love it and it was the tea that got the rest of my family drinking less soda and more tea. Green tea has many benefits, everybody pretty much knows this, but I always found them to be too bland, or grassy, or overflavored with other things - until I tried Bigelow's Green Tea with Lemon. It is perfect. Fresh, crisp, quenching. I prefer tea iced with a little splenda added, and this one and Plantation Mint are so delicious. I'm a convert. I can't imagine ever drinking another brand, and I've tried several."
349105,B0002HV63Q,AKBGBPVA1O6YV,A. Pies,0,0,5,1264464000,The best ever!,"My mom's friend gave this to me after I tried hers and loved it.  I absolutely love this coffee!  The flavor and roast are incredible!  I just can't say enough about how much I like it... I just hope I can get it year-round!  It is on the pricier side, but I like to save mine for a treat, and not for every day, just to make it last longer.  I love it with the coffee mate sugar free hazelnut creamer."
326596,B002AQ0OW6,A18PH4RKS73J6W,"E. Baurys ""Gbars""",0,0,5,1280188800,Best and most economical K-Cup decaf,"My title says it all. Plus, the price per cup has not been equaled anywhere that I've checked."
32551,B006J3S9P0,A1WZHX6QMGM6ZG,Bargain shopper,0,0,5,1350259200,favorite herbal tea,"This is my new favorite herbal tea. It has awesome flavor. By adding a couple drops of stevia sweetener, this makes a great ""treat"" to sooth my sweet-tooth without negatively impacting a diet."
327158,B001NW70MK,A3OVWX05DEQKAJ,Dinah,6,6,3,1295308800,Fastachi Belgian Marzipan,"Although this product arrived quickly and well-packaged, it was not the best tasting marzipan that I have ever had.  To be fair, however, it was not the worst I've had either.  My main complaint is that there was little almond flavor to the pieces, which is, of course, the reason you buy marzipan!  But if you want marzipan at a very reasonable price and are not too picky about the taste, this product will suffice."
210748,B001EQ4OWO,A18VGLQ8R0FIQ1,Nancy,0,0,5,1345420800,Love these,"I have small dogs (8 and 10 lbs), so these are perfect! I use these in conjunction with the small biodegradable bin liners that I keep in a small garbage can in the back yard so all of this ""organic matter"" can decompose properly. I really HATE the idea of wrapping up dog poop in plastic that will decompose long after I do!"
52962,B004754DO8,AT4GQGKQ8Z18Z,"Sara J. Alt ""postlady""",0,0,5,1351123200,WAGGIN TRAIN CHIK'N BISCUITS,"MY DOGS LOVE THEM, HOWEVER TENDENCY IS TO GIVE TOO MANY, AS THEY BEG FOR THEM.  THEY RECOMMEND 2 PER DAY AND I FIND THAT HARD TO STICK TO."
479964,B000HDOQ5U,ANB8BGTHET34G,"SFinlay ""Sfinlay""",0,0,5,1303862400,great product for fiber,This has little flavor but great crunch so you mix with other cereals to give a big nutritional/fiber boost. we have 2 gluten-free family members and this is a great way to get fiber.
405735,B005K4Q4LK,A39CDMZE04V9OR,Chase,2,2,2,1329264000,Bad aftertaste - and review the ingredients!  24% of daily saturated fat per serving!,"I got this and wanted to try it out and the price was right!  Wow - the taste is sub-par and does taste like something you would find at a gas station dispenser!<br /><br />When I was reading the nutrition facts I noticed that it had 80 calories per serving (not a big deal), I then scanned down and saw that it has 23% of your daily saturated fat!!  Wow!  When I read through the ingredient list the first ones are: Partially hydrogenated vegetable oil, sugar, corn syrup solids, and then instant coffee and some others.  I'm not health nut both those things don't sound that healthy to me and I can see where the saturated fat is coming from!"
5301,B003OJLCXI,A1GONVY0USWTZX,"Flashoflight ""Steve""",2,2,5,1280188800,"Should be called ""Toasty Tasty Cherry""","Since Republic of Tea discontinued their Bing Cherry Vanilla tea, I was looking for a replacement.  The flavor of this tea is very different from Republics - it's better.  The smell is very rich, like toasted vanilla and cherry.  It almost has a coffee smell, but not quite.  I don't like coffee, but this tea is incredible.  Glad I found it.  Best of all, the price!"
131324,B004N5C7FE,A1B234RJEB2Z00,brandylee,1,1,5,1311984000,YUMMY!!!,"I originally bought a couple of these from babies-R-us for my 16month old daughter to have as a snack when we went to sea world. I figured it was healthy and something she can hold onto and feed herself, since ya know at this age they are getting oh so independent and want to do everything for themselves!! She loves them! We now buy them by the case from amazon because buying them individually from babies-r-us is just a little expensive, and here you get a pack of 12 for $17! Being a first time mom I have tried and failed with a lot of things for her snacks so now I actually taste everything that I give her and hey even I would eat these as a snack!!"
540450,B001RMC0YE,A1R8YPLB0HMS7,Blackj12,1,2,1,1325203200,Misleading,"This candy was shipped from Diabetic Friendly and was advertised as sugar free. I bought this for my diabetic uncle as a present, and it ended up having tons of sugar. Ridiculous."
16765,B001LGGH40,AAG0O8X2PYE6G,"J. Aragon ""Feminist Educator""",0,0,3,1236470400,sweet,"This drink is refreshing, but a little too sweet for me. I found that others in my household enjoyed it more than I did, so it might be more fair to give it a four star."
214080,B000JIN1H2,ADJH3RUOLDJVL,"James L. Massey ""Reddrum101""",0,1,1,1343865600,expired,"oredered some, the ones i got were past date and stale, some packages were open. so not gonna buy food from here again"
